"","porifera","bryozoa","ascidiacea_c","ascidiacea_s","foraminifera","other_algae","annelida","bivalvia","hydrozoa","prokariotic_biotas","Cirripedia","No_Recruitment","Sediments","CCA"
"RODARMS3A",8.6900513854517,28.3567983726398,2.057873560192,0,2.59660566110665,0,10.8921898197573,1.04175481995031,2.94501841371734,6.84874507504214,0.772698314439462,9.22854523415916,11.5744909936123,14.9952283499319
"RODARMS3B",8.10746222767457,21.4962010041681,1.28467858483688,0,3.22136267720974,0.107411385606874,18.2143564172882,0.920139417369334,0.766691164000226,4.2683581673196,1.38606013514028,7.09290478984802,13.694450912496,19.4399231170421
"RUNARMS1A",6.33816245672172,14.389202427059,0.793783422459893,0.752005347593583,3.32102488124436,0.183823529411765,10.7251575194756,0.971596024773546,7.01103330405216,6.82858133851196,0,9.26473970577796,20.5549028634431,18.8659871794754
"RUNARMS1B",7.82632307994499,6.99884007579429,0.646141778605746,0.714285714285714,2.9796903149774,0,9.08534976145436,2.93965298885512,6.01192868503028,6.85783851224369,0,20.4946785411083,16.3663548401092,19.0789157075909
"RUNARMS1C",11.8775113016484,7.0340310283316,2.028220088299,0.367647058823529,4.33547143074869,0.706498388829216,11.374905850824,0,3.14661623721095,13.2827241155201,0,5.73062558399725,18.6490685662766,21.4666803494906
"RUNARMS2A",5.35479131497092,3.10544296035367,2.26997697816513,0.168918918918919,4.3286773685035,0.5429094714809,12.6196326880583,2.03699875574876,4.07855388425144,12.2059210126988,0,12.0502488513646,14.5514366753249,26.6864911201601
"RUNARMS2B",4.96063395714017,8.42211178984197,0.168918918918919,0.694444444444444,7.480922844356,0.164473684210526,10.7973981100368,0.263420585625555,2.89424746309145,8.49898323407127,0,11.599677600562,14.9889111549751,29.0658562127258
"RUNARMS2C",3.6562482478136,4.97553880438792,2.28985017197661,0.638769889840881,7.25326316976885,0.301162131519274,11.7688371177274,0.942330016348905,5.69072918225948,7.84141899324376,0,10.9451507062661,17.2101701039307,26.4865314649165
"RUNARMS3A",4.21073774628065,5.51237361921913,6.80240654901666,0.35218253968254,14.5124737466112,0.456182065217391,17.563409790556,0.385869565217391,2.61212094777077,7.65015694304251,0,8.37537392234048,12.1611072260729,19.4056053389724
"RUNARMS3B",5.57595671239188,9.73914220190407,1.41375537616712,0.164473684210526,10.4372255599738,0.802901728960081,12.5009172840021,0.81030701754386,3.77928928066455,7.87194887009197,0,9.40977459045778,12.9317649454309,24.5625427482014
"RUNARMS3C",13.4845980144506,9.43930816897012,3.91480813192486,0.460069444444444,1.92531202494182,0.279990044798407,14.7121420338802,2.83096062969822,10.3168529978821,2.74423226268827,0,11.7003771545481,12.2563798016308,15.9349692901421
"RUNARMS4A",3.94200771748013,15.2887772553348,3.01583278714863,0.596630960076338,3.398915396198,0.51465744400527,13.6936866684744,1.04270957394816,4.40621064150476,10.6107730256645,0,13.6423653001439,9.4690140675124,20.3784191625088
"RUNARMS4B",10.6469908578267,10.9848988307694,1.15049852893102,0.526061776061776,1.6327123310206,0.518176020408163,18.0463198635712,3.21639011500536,4.42391442524476,8.40334070247643,0,10.0170500100428,14.5783432334809,15.855303305161
"RUNARMS4C",5.37925347856862,10.0299740031791,1.50681773269218,0.328947368421053,5.93513946211471,0.29468201754386,15.1995438226472,2.30782871147641,5.13319495469822,10.3451828084401,0,12.323023577845,12.7416002328516,18.4748118295219
"RUNARMS5A",8.62925007908336,10.8859355015303,1.87533049447496,0,5.04707719828471,0,12.2128242586844,3.18259297707524,4.27464771762386,12.7190351429554,0,8.65112770798436,16.1555250184244,16.366653903879
"RUNARMS5B",3.62981907215403,7.2730773835431,1.53773929010143,0,3.62512895598837,0.15625,15.8566170813329,1.26321138211382,7.19313050343177,5.14085497987551,0,13.5737707078328,23.0452414489408,17.7051591946855
"RUNARMS5C",6.38093069189447,16.05993526667,2.24876071548353,0.576923076923077,4.19451247010421,0.473484848484849,11.9262396142645,3.90658983745022,1.95614416896133,15.9659079115587,0,8.31998946922279,12.8384149972451,15.1521669317372
"RUNARMS6A",10.6515057508575,8.59754087034135,2.38502692743764,0,5.60999226553847,1.6783310792298,14.6381807979318,1.38641528887358,0.569715531561462,7.26435257325967,0,10.6054691474601,9.45619416984572,27.1572755976628
"RUNARMS6B",10.1041695094826,7.79828220800958,1.501847496813,0.620972073039742,3.2294267441019,0.750417307748135,15.0760224412179,2.30901530211933,2.04248036256958,9.60876401764799,0,12.8468968806388,9.01434996316401,25.0973556934475
"RUNARMS6C",6.13416918022754,4.69669942214585,1.45106195887446,0.894613199300699,5.86622925685426,1.30870913378535,15.9519635570376,2.61266763052477,2.7967295057343,7.9349907000985,0,11.7594612746507,7.76211489457352,30.8305902861924
"RUNARMS7A",7.74642577708777,15.4631353348593,11.510702010554,0,6.77974223753089,0.298611111111111,12.3330828772854,3.19260851647975,4.18990281005841,3.92925136053735,0,9.64188389978668,8.78782901609848,16.1268250486108
"RUNARMS7B",6.30892172334703,10.8755557428921,9.16518130144372,2.48815356101955,7.29208091751193,0.127551020408163,13.3060219284432,3.17315562962884,4.84355985322787,4.38669104340781,0.255102040816327,9.75493469346603,11.7191554658073,16.3039350785801
"RUNARMS7C",6.25807093899897,17.019336497509,13.9603792912121,1.62987000158053,4.85591170570074,0.799426020408163,9.98590896096777,0.957631501182033,5.26755100567906,5.3570718499407,0,6.36154359500249,14.4229837898678,13.1243148419507
"RUNARMS8A",21.468681356589,16.8828139009575,5.62751668096739,0.148809523809524,8.58267967704511,0.127551020408163,9.76153582964341,1.36412775393612,1.32027119222241,4.31166904947393,0.375,8.44860437995238,4.08945636984949,17.4912832651457
"RUNARMS8B",5.19605012426241,37.6375906528537,8.76390816582438,1.13157828503606,4.77395412910607,0.127551020408163,8.77115601355433,1.0094444754646,2.19103727491515,1.82725123899505,0.377551020408163,8.48101530637593,7.6402658756938,12.0716464171022
"RUNARMS8C",7.86664332982085,9.89267199132197,10.3188924433926,1.46825396825397,11.1231897099363,0,13.4101312872066,1.7097422745694,4.6471449229959,5.1448685963869,0,11.4431113727118,11.068883266117,11.9064668372867
"RUNARMS9A",14.3660761969985,7.16311899240288,6.32804001554002,0.766377719502719,8.07981152390519,0.32051282051282,12.2121326386032,3.66784430846931,4.93384364995618,5.96468816509577,0,9.36035805005594,10.5186375857731,16.3185583331843
"RUNARMS9B",8.7014412677534,31.8019968366602,4.01941684721624,1.20672399186048,5.16218460947132,1.08579343011219,13.9825167808867,1.72843124026453,3.12542940565566,4.09300473502685,0.25,6.88531741698724,5.99156428500422,11.966179153101
"RUNARMS9C",7.15676511149559,19.6389195208441,5.69048159611535,0.5967462998713,7.60305748099274,0.15625,9.85257813924459,1.20564737419791,4.72066677912066,4.86393121288684,0,4.56961130963791,13.9976560953792,19.9476890802137
